StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q18,Q120,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/11/21 4:02,3/11/21 4:22,IP Address,*******,100,1212,True,3/11/21 4:22,R_pgU46EHUgrg9Myt,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f50aeae3f09db22047804d9,White,Male,24,Bachelor's Degree,,Democrat,Yes,Moderate,0k-24k,No,,,No,Northeast,Strongly Support,Strongly Support,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,No,,No,,No,No,,no,Agree,Completely Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:18,3/11/21 4:22,IP Address,*******,100,230,True,3/11/21 4:22,R_w5eP7Z1yD4k2R8Z,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5d6fbd3f9ba41b0018d20082,White,Male,59,Bachelor's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Very important,,,,,,,Yes,,Yes,,No,"No,Explain your opinion","No connection, viewing college as the farm system for pros is bad policy.",,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:13,3/11/21 4:22,IP Address,*******,100,544,True,3/11/21 4:22,R_DHvNuDvF5yztwpr,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ec0ba1bfa01894cceaa1b8e,White,Female,31,High School Degree or GED,,Democrat,Yes,Liberal,25k-50k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly agree,Somewhat disagree,Marginally Lazy,Moderately Unintelligent,No,Same,Yes,,Not at all important,,,,,,,Yes,,Yes,,No,Yes,,,Agree,Completely Disagree,Disagree,Neither Agree Nor Disagree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:02,3/11/21 4:22,IP Address,*******,100,1215,True,3/11/21 4:22,R_vOxmF6J2djcrTQR,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f58b133082c5b033d0305c2,Black or African-American,Male,27,Bachelor's Degree,,Democrat,Yes,Moderate,0k-24k,No,,,No,Northeast,Strongly Support,Strongly Support,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,No,,Yes,,No,,no,Agree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:15,3/11/21 4:23,IP Address,*******,100,474,True,3/11/21 4:23,R_1LOI9FgHVFepW1z,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e975ea254955d0bfe9f7929,White,Female,63,"Master's Degree (MS, MBA, MED)",,Republican,Yes,Conservative,51k-100k,Yes,,,No,Northeast,Somewhat Support,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,"No,Explain your opinion.","It seems that his father may be guilty of taking money, but Jake is not responsible for his father's behavior. ",No,,No,No,,It seems to me like the deck is always stacked against African Americans who are trying to better themselves.,Agree,Moderately Agree,Agree,Completely Agree,Completely Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:06,3/11/21 4:23,IP Address,*******,100,1034,True,3/11/21 4:23,R_217yZ3dpdi7htOX,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,603e6b4f791c6013636d36d6,White,Male,33,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,Yes,,,Yes,Northwest,Strongly Support,Somewhat Oppose,Somewhat agree,Strongly agree,Extremely Hardworking,Moderately Intelligent,No,Worse,No,,Moderately important,,,,,,,No,,No,,No,No,,No additional comments,Agree,Completely Agree,Agree,Completely Agree,Completely Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:20,3/11/21 4:24,IP Address,*******,100,272,True,3/11/21 4:24,R_3lzSmUpFoXD0NDP,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ced23c585712e00190bd98a,White,Male,40,"Some College, No Diploma",,Democrat,Yes,Moderate,25k-50k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,No,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,No,Disagree,Completely Disagree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 4:15,3/11/21 4:24,IP Address,*******,100,577,True,3/11/21 4:24,R_21zH1TJPVE0sTRS,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,600d7cca832b1855ec3ebfcc,White,Male,48,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southeast,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"In general, I think Black Americans have a more difficult time financially. And policies under Republican presidents, especially Trump, were racist and aimed at preventing upward mobility of Blacks and other minorities.",Very important,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:17,3/11/21 4:25,IP Address,*******,100,477,True,3/11/21 4:25,R_1JVAePey9ryPR3I,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e34bbfdd87fbf4a5001b133,Black or African-American,Male,24,"Some High School, No Diploma",,Democrat,Yes,Liberal,25k-50k,No,,,No,Midwest,Strongly Support,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,Explain your opinion,Don know,"No,Explain your opinion",He lernt da lesson,No,Explain your opinion,maybe,"No,Explain your opinion",whitey always cheates,Yes,,"No,Explain your opinion","black lives matter, join the protests and burn it all down","black lives matter, down with whitey's nation",Agree,Completely Agree,Agree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:22,3/11/21 4:26,IP Address,*******,100,210,True,3/11/21 4:26,R_3egF8H0ENZpYUmy,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5eb5f6d5e38e9f4e6c8dde3f,White,Female,22,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Somewhat Support,Strongly Support,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Yes,,Extremely important,Disagree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:20,3/11/21 4:26,IP Address,*******,100,333,True,3/11/21 4:26,R_1DGVFaoci31hpau,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f23ff398626c51fdd6c3fb5,White,Female,39,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Liberal,51k-100k,No,,,No,Mid Atlantic,Somewhat Support,Somewhat Support,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:21,3/11/21 4:26,IP Address,*******,100,291,True,3/11/21 4:26,R_3lxERcioVd9qFJf,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6035adb4f3a49c270dd71acd,White,Male,35,Bachelor's Degree,,Independent,Yes,Liberal,25k-50k,No,,,No,Southeast,Somewhat Support,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:20,3/11/21 4:27,IP Address,*******,100,429,True,3/11/21 4:27,R_2awwFxxRQZ0ipZk,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f220462c16ecb68c97ccad9,Asian or Asian American,Male,45,Bachelor's Degree,,Republican,Yes,Conservative,25k-50k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Marginally Hardworking,Marginally Intelligent,No,Same,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,,Agree,Neither Agree Nor Disagree,"Disagree,Explain your opinion.",health risk ,Moderately Agree,Neither Agree Nor Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:21,3/11/21 4:27,IP Address,*******,100,350,True,3/11/21 4:27,R_1mQbN3dvSl9LWNL,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,600024d4c0f114000a3b7f78,White,Female,30,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Liberal,51k-100k,No,,,No,Midwest,Somewhat Support,Somewhat Support,Somewhat agree,Somewhat disagree,Marginally Hardworking,Moderately Intelligent,No,Same,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,no,Agree,Neither Agree Nor Disagree,Disagree,,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 4:16,3/11/21 4:28,IP Address,*******,100,753,True,3/11/21 4:28,R_3QPC8oEG43ayaF6,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5de5dba9ff87c15699804260,White,Male,64,"Some College, No Diploma",,Democrat,Yes,Liberal,25k-50k,No,,,Yes,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,No,,No,,"Athletes should have the right to express their opinions, and also to demand safe working conditions.",Disagree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 4:14,3/11/21 4:29,IP Address,*******,100,879,True,3/11/21 4:29,R_5v9HhhdS9K3DpiV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ca73ac06fa13f00189cbe17,White,Male,56,"Professional Degree (PhD, JD, MD)",,Democrat,Yes,Liberal,25k-50k,No,,,No,Southeast,Somewhat Support,Strongly Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Marginally Intelligent,Yes,Worse,Explain your opinion here.,"With racial and legal political gerrymandering running rampant in Republican state legislatures, blacks are given certain select enclaves of power, but their overall strength is diluted, such that they cannot maintain enough of a national bloc for true power at the federal level",Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Thomas needed to be more aware of the potential consequences of his activities.,Agree,Moderately Agree,"Disagree,Explain your opinion.","It puts them at an unreasonable risk to their health as opposed to other students, all for the sake of generating revenue for universities which generally does not benefit student populations as a whole",Moderately Agree,Completely Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:06,3/11/21 4:29,IP Address,*******,100,1349,True,3/11/21 4:29,R_2VC263bSOBQ4Z31,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,603a60be9e00975cb2b561e0,White,Female,32,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Strongly Support,Somewhat Support,Strongly agree,Strongly agree,Extremely Hardworking,Extremely Intelligent,No,Same,No,,Not at all important,Agree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:23,3/11/21 4:29,IP Address,*******,100,345,True,3/11/21 4:29,R_3HuCtmRIvhUl6pp,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5d51be438f170e0015abeff0,White,Female,40,High School Degree or GED,,Independent,Yes,Conservative,51k-100k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat disagree,Marginally Hardworking,Moderately Intelligent,Yes,Worse,No,,Not at all important,,,,,,,Yes,,Yes,,No,Yes,,No,Disagree,Moderately Disagree,Agree,Neither Agree Nor Disagree,Moderately Agree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:24,3/11/21 4:29,IP Address,*******,100,312,True,3/11/21 4:29,R_1Ol5SyNPXKNCLNo,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f4af15a0add63150e16e55a,White,,35,"Professional Degree (PhD, JD, MD)",,Democrat,Yes,Liberal,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Somewhat Oppose,Somewhat disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Agree,Completely Disagree,Disagree,,Moderately Agree,Moderately Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 4:24,3/11/21 4:30,IP Address,*******,100,371,True,3/11/21 4:30,R_2uyxFLtfHyRn2KR,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5db4f0b63e33f2000dd54016,White,Female,37,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Liberal,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,The income scale at the beginning of this survey is missing the 100k-300k range. ,Agree,Moderately Disagree,Disagree,,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 4:27,3/11/21 4:30,IP Address,*******,100,210,True,3/11/21 4:30,R_1mlNIIhS7KXxeaV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,601c5418e354de592d3ffe1b,White,Male,23,"Some College, No Diploma",,Democrat,Yes,Moderate,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Neither agree nor disagree,Strongly disagree,Neutral,Neutral,No,Same,No,,Moderately important,Disagree,Completely Disagree,Disagree,Completely Disagree,Completely Agree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:24,3/11/21 4:31,IP Address,*******,100,402,True,3/11/21 4:31,R_3DtKTLXHRBkd0n4,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f2ef358d45f6110ad8ba935,White,Male,33,Bachelor's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,No,Southeast,Neither Support Nor Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,It's not designed to allow them to succeed that's for sure. ,Very important,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 4:19,3/11/21 4:31,IP Address,*******,100,728,True,3/11/21 4:31,R_RUkGlplaiGqzda9,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e121701dc79bd8a1a22ca99,White,Female,50,Associate's Degree,,Republican,Yes,Conservative,51k-100k,No,,,No,Southwest,Somewhat Support,Neither Support Nor Oppose,Somewhat agree,Somewhat disagree,Marginally Lazy,Neutral,Yes,Same,No,,Moderately important,,,,,,,Yes,,Yes,,No,No,,Jake Thomas violated the NCAA rules about accepting money during the recruiting process.  This is unfair to other players that are adhering to the NCAA rules and also trying to earn a spot.  He says it's about racial injustice and it has nothing to do with that.,Disagree,Completely Disagree,Agree,Moderately Agree,Neither Agree Nor Disagree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 4:27,3/11/21 4:32,IP Address,*******,100,315,True,3/11/21 4:32,R_1rrbM29KaVXjfx5,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5d3111ed96d003001a2383e2,White,Male,26,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Midwest,Strongly Support,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,Hope your data is good and study works out well!,Agree,Neither Agree Nor Disagree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 4:22,3/11/21 4:33,IP Address,*******,100,639,True,3/11/21 4:33,R_1jlBpNfnGuKm8Mj,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f3eeb74bfbc021a779796d2,White,Female,33,Bachelor's Degree,,Independent,Yes,Liberal,51k-100k,No,,,No,Midwest,Somewhat Support,Strongly Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Explain your opinion here.,The history of oppression and segregation have long lasting impacts on wealth and health for this population.,Extremely important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion","It was unclear whether he had or not, but given his connections it is likely.","Yes,Explain your opinion","If those are the current rules, then yes.  If losong key players can help chamge the rules, then great.",No,"Yes,Explain your opinion","Honestly I'm not sure what professional draft stock is, but I assume this is standard practice.","Yes,Explain your opinion",It is currently banned.,"Yes,Explain your opinion",I'm sure they put extra scrutiny on him to try and quell it.,"No,Explain your opinion",They need to change these rules.,no,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
